alpha,beta,c,gamma,p0,sigma,market,margin,bcost,entry,exit,merger,bundling,profits,surplus,welfare,mpoly,mpolyA,mpolyB,profitsLR,surplusLR,welfareLR
0.0,0.95,1.0,0.0,1.0,10.0,411,0.1434,0.0,0.0,0.0,1.0,1.0,0.2869,1.779,2.066,0.0,0.0,0.0,0.2869,1.779,2.066
0.0,0.95,1.0,0.0,1.0,10.0,431,0.02658,0.0,0.0824,1.034,1.0,1.0,0.02335,0.1826,0.2059,0.04486,0.04736,0.04736,0.2727,1.69,1.963
0.0,0.95,1.0,0.0,1.0,2.0,200,0.6387,0.0,1.228,0.1942,0.6177,0.0,1.396,0.866,2.264,0.0,0.0,0.0,1.499,1.049,2.547
0.0,0.95,1.0,0.0,1.0,2.0,210,0.914,0.0,1.175,0.4568,1.0,0.0,1.396,0.9067,2.303,0.0,0.0,0.0,1.491,1.063,2.555
0.0,0.95,1.0,0.0,1.0,2.0,211,0.5522,0.0,0.723,0.3013,1.0,1.0,1.121,0.855,1.976,0.0,0.0,0.0,1.137,1.107,2.244
0.0,0.95,1.0,0.0,1.0,2.0,300,0.475,0.0,0.6484,0.2605,0.5547,0.0,1.461,0.929,2.39,0.0,0.0,0.0,1.504,1.04,2.545
0.0,0.95,1.0,0.0,1.0,2.0,310,0.2864,0.0,0.6367,0.868,1.0,0.0,1.447,0.9624,2.41,0.0,0.0,0.0,1.491,1.063,2.555
0.0,0.95,1.0,0.0,1.0,2.0,311,0.555,0.0,0.4617,0.9907,1.0,1.0,1.127,0.944,2.07,0.0,0.0,0.0,1.137,1.107,2.244
0.0,0.95,1.0,0.0,1.0,2.0,400,0.7627,0.0,0.0,0.0,0.0,0.0,1.525,1.003,2.527,0.0,0.0,0.0,1.525,1.003,2.527
0.0,0.95,1.0,0.0,1.0,2.0,410,0.7456,0.0,0.0,0.0,1.0,0.0,1.491,1.063,2.555,0.0,0.0,0.0,1.491,1.063,2.555
0.0,0.95,1.0,0.0,1.0,2.0,430,0.7314,0.0,0.0,0.0,1.0,0.0,1.463,1.108,2.572,0.0,0.0,0.0,1.463,1.108,2.572
0.0,0.95,1.0,0.0,1.0,2.0,411,0.5684,0.0,0.0,0.0,1.0,1.0,1.137,1.107,2.244,0.0,0.0,0.0,1.137,1.107,2.244
0.0,0.95,1.0,0.0,1.0,2.0,431,0.4458,0.0,0.0,0.0,1.0,1.0,0.8916,1.431,2.322,0.0,0.0,0.0,0.8916,1.431,2.322
0.0,0.95,1.0,0.0,1.0,3.0,200,0.692,0.0,1.029,0.1873,0.685,0.1998,1.224,0.8984,2.123,0.0,0.0,0.0,1.161,1.215,2.377
0.0,0.95,1.0,0.0,1.0,3.0,210,0.8745,0.0,0.84,0.3228,1.0,0.661,1.152,0.889,2.041,0.0,0.0,0.0,1.0205,1.26,2.281
0.0,0.95,1.0,0.0,1.0,3.0,211,0.6123,0.0,0.571,0.2441,1.0,1.0,1.089,0.8643,1.953,0.0,0.0,0.0,0.9155,1.292,2.207
0.0,0.95,1.0,0.0,1.0,3.0,300,0.386,0.0,0.5728,0.2844,0.578,0.0,1.284,1.011,2.295,0.0,0.0,0.0,1.248,1.187,2.436
0.0,0.95,1.0,0.0,1.0,3.0,310,0.2123,0.0,0.5684,0.9185,1.0,0.0,1.276,1.024,2.3,0.0,0.0,0.0,1.243,1.192,2.436
0.0,0.95,1.0,0.0,1.0,3.0,311,0.59,0.0,0.3926,1.034,1.0,1.0,1.028,1.015,2.043,0.0,0.0,0.0,0.9155,1.292,2.207
0.0,0.95,1.0,0.0,1.0,3.0,400,0.629,0.0,0.0,0.0,0.0,0.0,1.258,1.177,2.434,0.0,0.0,0.0,1.258,1.177,2.434
0.0,0.95,1.0,0.0,1.0,3.0,410,0.6216,0.0,0.0,0.0,1.0,0.0,1.243,1.192,2.436,0.0,0.0,0.0,1.243,1.192,2.436
0.0,0.95,1.0,0.0,1.0,3.0,430,0.6157,0.0,0.0,0.0,1.0,0.0,1.231,1.206,2.438,0.0,0.0,0.0,1.231,1.206,2.438
0.0,0.95,1.0,0.0,1.0,3.0,411,0.4578,0.0,0.0,0.0,1.0,1.0,0.9155,1.292,2.207,0.0,0.0,0.0,0.9155,1.292,2.207
0.0,0.95,1.0,0.0,1.0,3.0,431,0.3274,0.0,0.0,0.0,1.0,1.0,0.655,1.573,2.229,0.0,0.0,0.0,0.655,1.573,2.229
0.0,0.95,1.0,0.0,1.0,4.0,200,0.776,0.0,0.7017,0.1698,0.827,0.423,1.106,0.858,1.964,0.0,0.0,0.0,0.769,1.432,2.201
0.0,0.95,1.0,0.0,1.0,4.0,210,0.985,0.0,0.5166,0.213,1.0,0.8267,1.109,0.836,1.945,0.0,0.0,0.0,0.728,1.445,2.174
0.0,0.95,1.0,0.0,1.0,4.0,211,0.6626,0.0,0.4187,0.1837,1.0,1.0,1.106,0.821,1.928,0.0,0.0,0.0,0.713,1.451,2.164
0.0,0.95,1.0,0.0,1.0,4.0,300,0.3176,0.0,0.4604,0.552,0.8755,0.4043,1.057,1.0625,2.12,0.0,0.0,0.0,0.832,1.409,2.24
0.0,0.95,1.0,0.0,1.0,4.0,310,0.3052,0.0,0.4282,1.018,1.0,0.6396,1.025,1.057,2.082,0.0,0.0,0.0,0.7876,1.425,2.213
0.0,0.95,1.0,0.0,1.0,4.0,311,0.6255,0.0,0.3193,1.078,1.0,1.0,0.9697,1.04,2.01,0.0,0.0,0.0,0.713,1.451,2.164
0.0,0.95,1.0,0.0,1.0,4.0,400,0.4956,0.0,0.0,0.0,0.0,0.0,0.991,1.353,2.344,0.0,0.0,0.0,0.991,1.353,2.344
0.0,0.95,1.0,0.0,1.0,4.0,410,0.4944,0.0,0.0,0.0,1.0,0.0,0.989,1.3545,2.344,0.0,0.0,0.0,0.989,1.3545,2.344
0.0,0.95,1.0,0.0,1.0,4.0,430,0.4934,0.0,0.0,0.0,1.0,0.0,0.987,1.356,2.344,0.0,0.0,0.0,0.987,1.356,2.344
0.0,0.95,1.0,0.0,1.0,4.0,411,0.3564,0.0,0.0,0.0,1.0,1.0,0.713,1.451,2.164,0.0,0.0,0.0,0.713,1.451,2.164
0.0,0.95,1.0,0.0,1.0,4.0,431,0.2494,0.0,0.0,0.0,1.0,1.0,0.4988,1.674,2.174,0.0,0.0,0.0,0.4988,1.674,2.174
0.0,0.95,1.0,0.0,1.0,5.0,200,0.842,0.0,0.534,0.1309,0.817,0.4387,1.139,0.787,1.926,0.0,0.0,0.0,0.5977,1.55,2.148
0.0,0.95,1.0,0.0,1.0,5.0,210,1.084,0.0,0.3674,0.1575,1.0,0.8135,1.163,0.76,1.923,0.0,0.0,0.0,0.5786,1.557,2.135
0.0,0.95,1.0,0.0,1.0,5.0,211,0.702,0.0,0.3123,0.1396,1.0,1.0,1.167,0.748,1.915,0.0,0.0,0.0,0.573,1.559,2.133
0.0,0.95,1.0,0.0,1.0,5.0,300,0.3093,0.0,0.3792,0.5933,0.8926,0.566,1.001,1.057,2.057,0.0,0.0,0.0,0.6396,1.535,2.174
0.0,0.95,1.0,0.0,1.0,5.0,310,0.3628,0.0,0.3413,1.072,1.0,0.8164,0.984,1.041,2.023,0.0,0.0,0.0,0.6045,1.548,2.152
0.0,0.95,1.0,0.0,1.0,5.0,311,0.66,0.0,0.2644,1.109,1.0,1.0,0.9653,1.023,1.988,0.0,0.0,0.0,0.573,1.559,2.133
0.0,0.95,1.0,0.0,1.0,5.0,400,0.3994,0.0,0.0,0.0,0.0,0.0,0.799,1.478,2.277,0.0,0.0,0.0,0.799,1.478,2.277
0.0,0.95,1.0,0.0,1.0,5.0,410,0.3994,0.0,0.0,0.0,1.0,0.0,0.799,1.479,2.277,0.0,0.0,0.0,0.799,1.479,2.277
0.0,0.95,1.0,0.0,1.0,5.0,430,0.3992,0.0,0.0,0.0,1.0,0.0,0.7983,1.479,2.277,0.0,0.0,0.0,0.7983,1.479,2.277
0.0,0.95,1.0,0.0,1.0,5.0,411,0.2866,0.0,0.0,0.0,1.0,1.0,0.573,1.559,2.133,0.0,0.0,0.0,0.573,1.559,2.133
0.0,0.95,1.0,0.0,1.0,5.0,431,0.2,0.0,0.0,0.0,1.0,1.0,0.4,1.738,2.139,0.0,0.0,0.0,0.4,1.738,2.139
0.0,0.95,1.0,0.0,1.0,6.0,200,0.8965,0.0,0.4312,0.1068,0.81,0.4219,1.211,0.6987,1.91,0.0,0.0,0.0,0.4907,1.628,2.117
0.0,0.95,1.0,0.0,1.0,6.0,210,1.171,0.0,0.2751,0.1224,1.0,0.7695,1.245,0.668,1.913,0.0,0.0,0.0,0.4805,1.631,2.111
0.0,0.95,1.0,0.0,1.0,6.0,211,0.733,0.0,0.241,0.1112,1.0,1.0,1.25,0.6587,1.909,0.0,0.0,0.0,0.4783,1.632,2.11
0.0,0.95,1.0,0.0,1.0,6.0,300,0.314,0.0,0.3198,0.6284,0.9043,0.672,1.013,1.008,2.021,0.0,0.0,0.0,0.5195,1.617,2.137
0.0,0.95,1.0,0.0,1.0,6.0,310,0.4192,0.0,0.2812,1.119,1.0,0.9043,1.012,0.9805,1.992,0.0,0.0,0.0,0.4927,1.627,2.12
0.0,0.95,1.0,0.0,1.0,6.0,311,0.691,0.0,0.2251,1.152,1.0,1.0,1.008,0.964,1.972,0.0,0.0,0.0,0.4783,1.632,2.11
0.0,0.95,1.0,0.0,1.0,6.0,400,0.3333,0.0,0.0,0.0,0.0,0.0,0.6665,1.564,2.23,0.0,0.0,0.0,0.6665,1.564,2.23
0.0,0.95,1.0,0.0,1.0,6.0,410,0.3333,0.0,0.0,0.0,1.0,0.0,0.6665,1.564,2.23,0.0,0.0,0.0,0.6665,1.564,2.23
0.0,0.95,1.0,0.0,1.0,6.0,430,0.3333,0.0,0.0,0.0,1.0,0.0,0.6665,1.564,2.23,0.0,0.0,0.0,0.6665,1.564,2.23
0.0,0.95,1.0,0.0,1.0,6.0,411,0.2391,0.0,0.0,0.0,1.0,1.0,0.4783,1.632,2.11,0.0,0.0,0.0,0.4783,1.632,2.11
0.0,0.95,1.0,0.0,1.0,6.0,431,0.1666,0.0,0.0,0.0,1.0,1.0,0.3333,1.782,2.115,0.0,0.0,0.0,0.3333,1.782,2.115
0.0,0.95,1.0,0.0,1.0,7.0,200,0.936,0.0,0.395,0.10284,0.8096,0.4055,1.323,0.5767,1.899,2.6e-6,3.16e-6,3.16e-6,0.4187,1.682,2.1
0.0,0.95,1.0,0.0,1.0,7.0,210,1.229,0.0,0.2195,0.1061,1.0,0.744,1.365,0.538,1.903,2.86e-6,3.46e-6,3.46e-6,0.4114,1.684,2.096
0.0,0.95,1.0,0.0,1.0,7.0,211,0.7583,0.0,0.1915,0.09686,1.0,1.0,1.371,0.529,1.9,2.9e-6,3.5e-6,3.5e-6,0.41,1.685,2.094
0.0,0.95,1.0,0.0,1.0,7.0,300,0.3174,0.0,0.2783,0.6855,0.913,0.683,1.119,0.8687,1.988,1.6e-6,1.97e-6,1.97e-6,0.4404,1.674,2.113
0.0,0.95,1.0,0.0,1.0,7.0,310,0.4414,0.0,0.2434,1.209,1.0,0.909,1.144,0.818,1.962,1.8e-6,2.2e-6,2.2e-6,0.4204,1.681,2.102
0.0,0.95,1.0,0.0,1.0,7.0,311,0.7188,0.0,0.1943,1.273,1.0,1.0,1.153,0.791,1.944,1.9e-6,2.26e-6,2.26e-6,0.41,1.685,2.094
0.0,0.95,1.0,0.0,1.0,7.0,400,0.2856,0.0,0.0,0.0,0.0,0.0,0.5713,1.627,2.197,0.0,0.0,0.0,0.5713,1.627,2.197
0.0,0.95,1.0,0.0,1.0,7.0,410,0.2856,0.0,0.0,0.0,1.0,0.0,0.5713,1.627,2.197,0.0,0.0,0.0,0.5713,1.627,2.197
0.0,0.95,1.0,0.0,1.0,7.0,430,0.2856,0.0,0.0,0.0,1.0,0.0,0.5713,1.627,2.197,0.0,0.0,0.0,0.5713,1.627,2.197
0.0,0.95,1.0,0.0,1.0,7.0,411,0.205,0.0,0.0,0.0,1.0,1.0,0.41,1.685,2.094,0.0,0.0,0.0,0.41,1.685,2.094
0.0,0.95,1.0,0.0,1.0,7.0,431,0.1428,0.0,0.0,0.0,1.0,1.0,0.2856,1.813,2.1,0.0,0.0,0.0,0.2856,1.813,2.1
0.0,0.95,1.0,0.0,1.0,8.0,200,0.00426,0.0,0.4888,0.05908,0.1896,0.0,0.4546,0.664,1.118,0.0,0.0,0.0,0.5,1.673,2.174
0.0,0.95,1.0,0.0,1.0,8.0,210,0.004234,0.0,0.3645,0.1635,1.0,0.0,0.399,0.583,0.982,0.0,0.0,0.0,0.5,1.673,2.174
0.0,0.95,1.0,0.0,1.0,8.0,211,0.0003197,0.0,0.1558,0.0825,1.0,1.0,0.03096,0.1488,0.1797,0.000803,0.000895,0.000895,0.3584,1.723,2.08
0.0,0.95,1.0,0.0,1.0,8.0,300,0.04395,0.0,0.276,0.643,0.92,0.0,0.866,1.028,1.895,0.0,0.0,0.0,0.5,1.673,2.174
0.0,0.95,1.0,0.0,1.0,8.0,310,0.05655,0.0,0.276,1.104,1.0,0.0,1.013,1.058,2.07,0.0,0.0,0.0,0.5,1.673,2.174
0.0,0.95,1.0,0.0,1.0,8.0,311,0.01121,0.0,0.1692,1.343,1.0,1.0,0.08923,0.4287,0.518,0.0006037,0.000673,0.000673,0.3584,1.723,2.082
0.0,0.95,1.0,0.0,1.0,8.0,400,0.25,0.0,0.0,0.0,2.0e-6,0.0,0.5,1.673,2.174,0.0,0.0,0.0,0.5,1.673,2.174
0.0,0.95,1.0,0.0,1.0,8.0,410,0.25,0.0,0.0,0.0,1.0,0.0,0.5,1.673,2.174,0.0,0.0,0.0,0.5,1.673,2.174
0.0,0.95,1.0,0.0,1.0,8.0,430,0.25,0.0,0.0,0.0,1.0,0.0,0.5,1.673,2.174,0.0,0.0,0.0,0.5,1.673,2.174
0.0,0.95,1.0,0.0,1.0,8.0,411,0.1793,0.0,0.0,0.0,1.0,1.0,0.3586,1.724,2.082,0.0,0.0,0.0,0.3586,1.724,2.082
0.0,0.95,1.0,0.0,1.0,8.0,431,0.03995,0.0,0.1096,1.038,1.0,1.0,0.0468,0.271,0.3176,0.0008116,0.0009046,0.0009046,0.3584,1.723,2.08
0.0,0.95,1.0,0.0,1.0,9.0,200,0.003319,0.0,0.4512,0.05753,0.1838,0.0,0.4504,0.628,1.078,0.0,0.0,0.0,0.4443,1.71,2.154
0.0,0.95,1.0,0.0,1.0,9.0,210,0.003115,0.0,0.3135,0.142,1.0,0.0,0.3696,0.5273,0.897,0.0,0.0,0.0,0.4443,1.71,2.154
0.0,0.95,1.0,0.0,1.0,9.0,211,0.0002015,0.0,0.1293,0.0703,1.0,1.0,0.01878,0.1034,0.12213,0.01076,0.01158,0.01158,0.315,1.732,2.047
0.0,0.95,1.0,0.0,1.0,9.0,300,0.03687,0.0,0.2485,0.6562,0.9253,0.0,0.8804,0.9985,1.879,0.0,0.0,0.0,0.4443,1.71,2.154
0.0,0.95,1.0,0.0,1.0,9.0,310,0.04825,0.0,0.2485,1.118,1.0,0.0,1.03,1.026,2.057,0.0,0.0,0.0,0.4443,1.71,2.154
0.0,0.95,1.0,0.0,1.0,9.0,311,0.00867,0.0,0.1488,1.385,1.0,1.0,0.06274,0.3452,0.408,0.00865,0.009315,0.009315,0.3157,1.737,2.053
0.0,0.95,1.0,0.0,1.0,9.0,400,0.2222,0.0,0.0,0.0,1.41e-5,0.0,0.4443,1.71,2.154,0.0,0.0,0.0,0.4443,1.71,2.154
0.0,0.95,1.0,0.0,1.0,9.0,410,0.2222,0.0,0.0,0.0,1.0,0.0,0.4443,1.71,2.154,0.0,0.0,0.0,0.4443,1.71,2.154
0.0,0.95,1.0,0.0,1.0,9.0,430,0.2222,0.0,0.0,0.0,1.0,0.0,0.4443,1.71,2.154,0.0,0.0,0.0,0.4443,1.71,2.154
0.0,0.95,1.0,0.0,1.0,9.0,411,0.1594,0.0,0.0,0.0,1.0,1.0,0.3188,1.755,2.074,0.0,0.0,0.0,0.3188,1.755,2.074
0.0,0.95,1.0,0.0,1.0,9.0,431,0.0315,0.0,0.0955,1.038,1.0,1.0,0.0318,0.2155,0.2472,0.01082,0.01165,0.01165,0.315,1.732,2.047
1.0,0.95,1.0,0.0,1.0,1.0,200,0.694,0.03445,1.525,0.2969,0.853,0.0,2.139,1.402,3.541,0.0,0.0,0.0,2.37,1.68,4.05
1.0,0.95,1.0,0.0,1.0,1.0,210,0.9683,0.0382,1.516,0.5503,1.0,0.0,2.15,1.449,3.6,0.0,0.0,0.0,2.37,1.68,4.05
1.0,0.95,1.0,0.0,1.0,1.0,211,0.674,0.0,1.1,0.425,1.0,1.0,1.542,1.538,3.08,0.0,0.0,0.0,1.547,2.057,3.604
1.0,0.95,1.0,0.0,1.0,1.0,300,0.4717,0.09937,0.7627,0.306,0.9,0.0,2.22,1.478,3.7,0.0,0.0,0.0,2.37,1.68,4.05
1.0,0.95,1.0,0.0,1.0,1.0,310,0.2532,0.349,0.7627,0.7627,1.0,0.0,2.219,1.504,3.723,0.0,0.0,0.0,2.37,1.68,4.05
1.0,0.95,1.0,0.0,1.0,1.0,311,0.6797,0.0,0.6235,0.8784,1.0,1.0,1.549,1.654,3.203,0.0,0.0,0.0,1.547,2.057,3.604
1.0,0.95,1.0,0.0,1.0,1.0,400,0.863,0.0,0.0,0.0,0.8843,0.0,2.312,1.585,3.896,0.0,0.0,0.0,2.37,1.68,4.05
1.0,0.95,1.0,0.0,1.0,1.0,410,0.846,0.0,0.0,0.0,1.0,0.0,2.305,1.609,3.914,0.0,0.0,0.0,2.37,1.68,4.05
1.0,0.95,1.0,0.0,1.0,1.0,430,0.822,0.0,0.0,0.0,1.0,0.0,2.28,1.674,3.953,0.0,0.0,0.0,2.37,1.68,4.05
1.0,0.95,1.0,0.0,1.0,1.0,411,0.7104,0.0,0.0,0.0,1.0,1.0,1.5625,1.867,3.43,0.0,0.0,0.0,1.547,2.057,3.604
1.0,0.95,1.0,0.0,1.0,1.0,431,0.586,0.0,0.0,0.0,1.0,1.0,1.457,2.05,3.508,0.0,0.0,0.0,1.547,2.057,3.604
1.0,0.95,1.0,0.0,1.0,10.0,200,1.228,0.2954,0.4595,0.1265,0.8413,0.05576,2.459,0.371,2.83,0.898,0.9775,0.898,2.527,0.3848,2.912
1.0,0.95,1.0,0.0,1.0,10.0,210,2.348,3.2e-6,0.0656,0.03818,1.0,1.3e-6,2.53,0.3286,2.857,0.907,1.0,0.907,2.58,0.3289,2.908
1.0,0.95,1.0,0.0,1.0,10.0,211,1.178,0.0,1.0e-7,6.0e-8,1.0,1.0,2.525,0.3286,2.854,1.0,1.0,1.0,2.574,0.3286,2.904
1.0,0.95,1.0,0.0,1.0,10.0,300,-0.3499,0.5557,0.3052,0.84,0.9814,0.3962,2.264,0.561,2.824,0.8745,0.921,0.8745,2.393,0.528,2.92
1.0,0.95,1.0,0.0,1.0,10.0,310,-0.3516,0.5835,0.05276,1.541,1.0,0.1576,2.521,0.3345,2.857,0.9253,1.0,0.9253,2.578,0.329,2.908
1.0,0.95,1.0,0.0,1.0,10.0,311,1.178,1.09e-5,8.62e-5,1.525,1.0,1.0,2.525,0.3286,2.854,1.0,1.0,1.0,2.574,0.3286,2.904
1.0,0.95,1.0,0.0,1.0,10.0,400,-3.008,0.5107,0.007324,0.992,1.0,0.5527,0.791,2.125,2.916,0.6416,0.672,0.6416,1.817,1.149,2.967
1.0,0.95,1.0,0.0,1.0,10.0,410,-0.736,0.531,0.008354,1.903,1.0,0.5337,1.957,0.9185,2.875,0.9546,0.9956,0.9546,2.566,0.3394,2.906
1.0,0.95,1.0,0.0,1.0,10.0,430,-8.99,0.423,0.01487,1.339,1.0,0.6875,0.0431,2.83,2.873,0.9688,0.9976,0.9688,2.57,0.3354,2.906
1.0,0.95,1.0,0.0,1.0,10.0,411,-3.127,0.411,0.002014,2.068,0.9985,0.995,0.563,2.3,2.863,0.997,0.9976,0.997,2.57,0.3347,2.904
1.0,0.95,1.0,0.0,1.0,10.0,431,-4.35,0.4114,6.0e-8,1.416,1.0,1.0,0.01024,2.857,2.867,0.9976,0.9976,0.9976,2.57,0.3347,2.904
1.0,0.95,1.0,0.0,1.0,2.0,200,0.768,0.07245,1.349,0.2266,0.6743,0.1552,1.762,1.451,3.213,0.0,0.0,0.0,1.785,1.809,3.594
1.0,0.95,1.0,0.0,1.0,2.0,210,0.938,0.07336,1.1455,0.404,1.0,0.634,1.625,1.446,3.07,0.0,0.0,0.0,1.551,1.884,3.436
1.0,0.95,1.0,0.0,1.0,2.0,211,0.8003,0.0,0.8164,0.3345,1.0,1.0,1.51,1.418,2.928,0.0,0.0,0.0,1.373,1.9375,3.31
1.0,0.95,1.0,0.0,1.0,2.0,300,0.295,0.3623,0.738,0.2075,0.492,0.0,1.822,1.582,3.404,0.0,0.0,0.0,1.875,1.777,3.652
1.0,0.95,1.0,0.0,1.0,2.0,310,0.0671,0.5664,0.733,0.7896,1.0,0.0,1.81,1.602,3.41,0.0,0.0,0.0,1.865,1.788,3.654
1.0,0.95,1.0,0.0,1.0,2.0,311,0.738,0.0,0.503,0.964,1.0,1.0,1.429,1.601,3.03,0.0,0.0,0.0,1.373,1.9375,3.31
1.0,0.95,1.0,0.0,1.0,2.0,400,0.5596,0.0,0.0,0.0,0.0,0.0,1.796,1.76,3.557,0.0,0.0,0.0,1.886,1.765,3.65
1.0,0.95,1.0,0.0,1.0,2.0,410,0.5493,0.0,0.0,0.0,1.0,0.0,1.775,1.783,3.559,0.0,0.0,0.0,1.865,1.788,3.654
1.0,0.95,1.0,0.0,1.0,2.0,430,0.54,0.0,0.0,0.0,1.0,0.0,1.757,1.804,3.56,0.0,0.0,0.0,1.847,1.809,3.656
1.0,0.95,1.0,0.0,1.0,2.0,411,0.4954,0.0,0.0,0.0,1.0,1.0,1.282,1.934,3.217,0.0,0.0,0.0,1.373,1.9375,3.31
1.0,0.95,1.0,0.0,1.0,2.0,431,0.2983,0.0,0.0,0.0,1.0,1.0,0.8926,2.355,3.248,0.0,0.0,0.0,0.9824,2.36,3.342
1.0,0.95,1.0,0.0,1.0,3.0,200,0.2766,0.2874,0.556,0.1246,0.8325,0.06036,1.951,0.7295,2.68,0.91,0.9106,0.9106,1.98,0.794,2.775
1.0,0.95,1.0,0.0,1.0,3.0,210,2.041,0.0001935,0.0918,0.0512,1.0,0.0482,2.016,0.6636,2.68,0.9927,0.9927,0.9927,2.055,0.668,2.723
1.0,0.95,1.0,0.0,1.0,3.0,211,0.9204,0.0,7.963e-5,4.655e-5,1.0,1.0,2.01,0.6567,2.666,1.0,1.0,1.0,2.06,0.657,2.717
1.0,0.95,1.0,0.0,1.0,3.0,300,-2.658,0.5996,0.3308,0.815,0.9854,0.5156,1.675,0.8423,2.518,0.9033,0.9033,0.9033,1.988,0.8,2.787
1.0,0.95,1.0,0.0,1.0,3.0,310,-4.523,0.344,0.05905,1.53,1.0,0.801,1.993,0.6797,2.672,0.994,0.994,0.994,2.055,0.666,2.72
1.0,0.95,1.0,0.0,1.0,3.0,311,0.919,0.000293,0.002003,1.526,1.0,1.0,2.01,0.6577,2.666,1.0,1.0,1.0,2.059,0.657,2.717
1.0,0.95,1.0,0.0,1.0,3.0,400,-1.759,0.393,0.003035,0.5522,1.0,0.297,0.941,2.178,3.117,0.4036,0.4036,0.4036,1.62,1.538,3.158
1.0,0.95,1.0,0.0,1.0,3.0,410,-2.18,0.4668,0.002806,1.318,1.0,0.698,0.985,1.887,2.871,0.7603,0.7603,0.7603,1.877,1.014,2.89
1.0,0.95,1.0,0.0,1.0,3.0,430,-5.152,0.453,2.515e-5,0.2673,1.0,0.5605,0.2283,2.78,3.008,0.549,0.549,0.549,1.721,1.328,3.049
1.0,0.95,1.0,0.0,1.0,3.0,411,-1.588,0.42,0.001346,1.969,1.0,1.0,0.8145,1.901,2.715,0.9556,0.9556,0.9556,2.01,0.7285,2.738
