alpha,beta,c,gamma,p0,sigma,market,margin,bcost,entry,exit,merger,bundling,profits,surplus,welfare,mpoly,mpolyA,mpolyB,profitsLR,surplusLR,welfareLR
0.0,0.95,1.0,0.0,1.0,10.0,411,0.1434,0.0,0.0,0.0,1.0,1.0,0.2869,1.779,2.066,0.0,0.0,0.0,0.2869,1.779,2.066
0.0,0.95,1.0,0.0,1.0,10.0,431,0.02658,0.0,0.0824,1.034,1.0,1.0,0.02335,0.1826,0.2059,0.04486,0.04736,0.04736,0.2727,1.69,1.963
0.0,0.95,1.0,0.0,1.0,2.0,200,0.6387,0.0,1.228,0.1942,0.6177,0.0,1.396,0.866,2.264,0.0,0.0,0.0,1.499,1.049,2.547
0.0,0.95,1.0,0.0,1.0,2.0,210,0.914,0.0,1.175,0.4568,1.0,0.0,1.396,0.9067,2.303,0.0,0.0,0.0,1.491,1.063,2.555
0.0,0.95,1.0,0.0,1.0,2.0,211,0.5522,0.0,0.723,0.3013,1.0,1.0,1.121,0.855,1.976,0.0,0.0,0.0,1.137,1.107,2.244
0.0,0.95,1.0,0.0,1.0,2.0,300,0.475,0.0,0.6484,0.2605,0.5547,0.0,1.461,0.929,2.39,0.0,0.0,0.0,1.504,1.04,2.545
0.0,0.95,1.0,0.0,1.0,2.0,310,0.2864,0.0,0.6367,0.868,1.0,0.0,1.447,0.9624,2.41,0.0,0.0,0.0,1.491,1.063,2.555
0.0,0.95,1.0,0.0,1.0,2.0,311,0.555,0.0,0.4617,0.9907,1.0,1.0,1.127,0.944,2.07,0.0,0.0,0.0,1.137,1.107,2.244
0.0,0.95,1.0,0.0,1.0,2.0,400,0.7627,0.0,0.0,0.0,0.0,0.0,1.525,1.003,2.527,0.0,0.0,0.0,1.525,1.003,2.527
0.0,0.95,1.0,0.0,1.0,2.0,410,0.7456,0.0,0.0,0.0,1.0,0.0,1.491,1.063,2.555,0.0,0.0,0.0,1.491,1.063,2.555
0.0,0.95,1.0,0.0,1.0,2.0,430,0.7314,0.0,0.0,0.0,1.0,0.0,1.463,1.108,2.572,0.0,0.0,0.0,1.463,1.108,2.572
0.0,0.95,1.0,0.0,1.0,2.0,411,0.5684,0.0,0.0,0.0,1.0,1.0,1.137,1.107,2.244,0.0,0.0,0.0,1.137,1.107,2.244
0.0,0.95,1.0,0.0,1.0,2.0,431,0.4458,0.0,0.0,0.0,1.0,1.0,0.8916,1.431,2.322,0.0,0.0,0.0,0.8916,1.431,2.322
0.0,0.95,1.0,0.0,1.0,3.0,200,0.692,0.0,1.029,0.1873,0.685,0.1998,1.224,0.8984,2.123,0.0,0.0,0.0,1.161,1.215,2.377
0.0,0.95,1.0,0.0,1.0,3.0,210,0.8745,0.0,0.84,0.3228,1.0,0.661,1.152,0.889,2.041,0.0,0.0,0.0,1.0205,1.26,2.281
0.0,0.95,1.0,0.0,1.0,3.0,211,0.6123,0.0,0.571,0.2441,1.0,1.0,1.089,0.8643,1.953,0.0,0.0,0.0,0.9155,1.292,2.207
0.0,0.95,1.0,0.0,1.0,3.0,300,0.386,0.0,0.5728,0.2844,0.578,0.0,1.284,1.011,2.295,0.0,0.0,0.0,1.248,1.187,2.436
0.0,0.95,1.0,0.0,1.0,3.0,310,0.2123,0.0,0.5684,0.9185,1.0,0.0,1.276,1.024,2.3,0.0,0.0,0.0,1.243,1.192,2.436
0.0,0.95,1.0,0.0,1.0,3.0,311,0.59,0.0,0.3926,1.034,1.0,1.0,1.028,1.015,2.043,0.0,0.0,0.0,0.9155,1.292,2.207
0.0,0.95,1.0,0.0,1.0,3.0,400,0.629,0.0,0.0,0.0,0.0,0.0,1.258,1.177,2.434,0.0,0.0,0.0,1.258,1.177,2.434
0.0,0.95,1.0,0.0,1.0,3.0,410,0.6216,0.0,0.0,0.0,1.0,0.0,1.243,1.192,2.436,0.0,0.0,0.0,1.243,1.192,2.436
0.0,0.95,1.0,0.0,1.0,3.0,430,0.6157,0.0,0.0,0.0,1.0,0.0,1.231,1.206,2.438,0.0,0.0,0.0,1.231,1.206,2.438
0.0,0.95,1.0,0.0,1.0,3.0,411,0.4578,0.0,0.0,0.0,1.0,1.0,0.9155,1.292,2.207,0.0,0.0,0.0,0.9155,1.292,2.207
0.0,0.95,1.0,0.0,1.0,3.0,431,0.3274,0.0,0.0,0.0,1.0,1.0,0.655,1.573,2.229,0.0,0.0,0.0,0.655,1.573,2.229
0.0,0.95,1.0,0.0,1.0,4.0,200,0.776,0.0,0.7017,0.1698,0.827,0.423,1.106,0.858,1.964,0.0,0.0,0.0,0.769,1.432,2.201
0.0,0.95,1.0,0.0,1.0,4.0,210,0.985,0.0,0.5166,0.213,1.0,0.8267,1.109,0.836,1.945,0.0,0.0,0.0,0.728,1.445,2.174
0.0,0.95,1.0,0.0,1.0,4.0,211,0.6626,0.0,0.4187,0.1837,1.0,1.0,1.106,0.821,1.928,0.0,0.0,0.0,0.713,1.451,2.164
0.0,0.95,1.0,0.0,1.0,4.0,300,0.3176,0.0,0.4604,0.552,0.8755,0.4043,1.057,1.0625,2.12,0.0,0.0,0.0,0.832,1.409,2.24
0.0,0.95,1.0,0.0,1.0,4.0,310,0.3052,0.0,0.4282,1.018,1.0,0.6396,1.025,1.057,2.082,0.0,0.0,0.0,0.7876,1.425,2.213
0.0,0.95,1.0,0.0,1.0,4.0,311,0.6255,0.0,0.3193,1.078,1.0,1.0,0.9697,1.04,2.01,0.0,0.0,0.0,0.713,1.451,2.164
0.0,0.95,1.0,0.0,1.0,4.0,400,0.4956,0.0,0.0,0.0,0.0,0.0,0.991,1.353,2.344,0.0,0.0,0.0,0.991,1.353,2.344
0.0,0.95,1.0,0.0,1.0,4.0,410,0.4944,0.0,0.0,0.0,1.0,0.0,0.989,1.3545,2.344,0.0,0.0,0.0,0.989,1.3545,2.344
0.0,0.95,1.0,0.0,1.0,4.0,430,0.4934,0.0,0.0,0.0,1.0,0.0,0.987,1.356,2.344,0.0,0.0,0.0,0.987,1.356,2.344
0.0,0.95,1.0,0.0,1.0,4.0,411,0.3564,0.0,0.0,0.0,1.0,1.0,0.713,1.451,2.164,0.0,0.0,0.0,0.713,1.451,2.164
0.0,0.95,1.0,0.0,1.0,4.0,431,0.2494,0.0,0.0,0.0,1.0,1.0,0.4988,1.674,2.174,0.0,0.0,0.0,0.4988,1.674,2.174
0.0,0.95,1.0,0.0,1.0,5.0,200,0.842,0.0,0.534,0.1309,0.817,0.4387,1.139,0.787,1.926,0.0,0.0,0.0,0.5977,1.55,2.148
0.0,0.95,1.0,0.0,1.0,5.0,210,1.084,0.0,0.3674,0.1575,1.0,0.8135,1.163,0.76,1.923,0.0,0.0,0.0,0.5786,1.557,2.135
0.0,0.95,1.0,0.0,1.0,5.0,211,0.702,0.0,0.3123,0.1396,1.0,1.0,1.167,0.748,1.915,0.0,0.0,0.0,0.573,1.559,2.133
0.0,0.95,1.0,0.0,1.0,5.0,300,0.3093,0.0,0.3792,0.5933,0.8926,0.566,1.001,1.057,2.057,0.0,0.0,0.0,0.6396,1.535,2.174
0.0,0.95,1.0,0.0,1.0,5.0,310,0.3628,0.0,0.3413,1.072,1.0,0.8164,0.984,1.041,2.023,0.0,0.0,0.0,0.6045,1.548,2.152
0.0,0.95,1.0,0.0,1.0,5.0,311,0.66,0.0,0.2644,1.109,1.0,1.0,0.9653,1.023,1.988,0.0,0.0,0.0,0.573,1.559,2.133
0.0,0.95,1.0,0.0,1.0,5.0,400,0.3994,0.0,0.0,0.0,0.0,0.0,0.799,1.478,2.277,0.0,0.0,0.0,0.799,1.478,2.277
0.0,0.95,1.0,0.0,1.0,5.0,410,0.3994,0.0,0.0,0.0,1.0,0.0,0.799,1.479,2.277,0.0,0.0,0.0,0.799,1.479,2.277
0.0,0.95,1.0,0.0,1.0,5.0,430,0.3992,0.0,0.0,0.0,1.0,0.0,0.7983,1.479,2.277,0.0,0.0,0.0,0.7983,1.479,2.277
0.0,0.95,1.0,0.0,1.0,5.0,411,0.2866,0.0,0.0,0.0,1.0,1.0,0.573,1.559,2.133,0.0,0.0,0.0,0.573,1.559,2.133
0.0,0.95,1.0,0.0,1.0,5.0,431,0.2,0.0,0.0,0.0,1.0,1.0,0.4,1.738,2.139,0.0,0.0,0.0,0.4,1.738,2.139
0.0,0.95,1.0,0.0,1.0,6.0,200,0.8965,0.0,0.4312,0.1068,0.81,0.4219,1.211,0.6987,1.91,0.0,0.0,0.0,0.4907,1.628,2.117
0.0,0.95,1.0,0.0,1.0,6.0,210,1.171,0.0,0.2751,0.1224,1.0,0.7695,1.245,0.668,1.913,0.0,0.0,0.0,0.4805,1.631,2.111
0.0,0.95,1.0,0.0,1.0,6.0,211,0.733,0.0,0.241,0.1112,1.0,1.0,1.25,0.6587,1.909,0.0,0.0,0.0,0.4783,1.632,2.11
0.0,0.95,1.0,0.0,1.0,6.0,300,0.314,0.0,0.3198,0.6284,0.9043,0.672,1.013,1.008,2.021,0.0,0.0,0.0,0.5195,1.617,2.137
0.0,0.95,1.0,0.0,1.0,6.0,310,0.4192,0.0,0.2812,1.119,1.0,0.9043,1.012,0.9805,1.992,0.0,0.0,0.0,0.4927,1.627,2.12
0.0,0.95,1.0,0.0,1.0,6.0,311,0.691,0.0,0.2251,1.152,1.0,1.0,1.008,0.964,1.972,0.0,0.0,0.0,0.4783,1.632,2.11
0.0,0.95,1.0,0.0,1.0,6.0,400,0.3333,0.0,0.0,0.0,0.0,0.0,0.6665,1.564,2.23,0.0,0.0,0.0,0.6665,1.564,2.23
0.0,0.95,1.0,0.0,1.0,6.0,410,0.3333,0.0,0.0,0.0,1.0,0.0,0.6665,1.564,2.23,0.0,0.0,0.0,0.6665,1.564,2.23
0.0,0.95,1.0,0.0,1.0,6.0,430,0.3333,0.0,0.0,0.0,1.0,0.0,0.6665,1.564,2.23,0.0,0.0,0.0,0.6665,1.564,2.23
0.0,0.95,1.0,0.0,1.0,6.0,411,0.2391,0.0,0.0,0.0,1.0,1.0,0.4783,1.632,2.11,0.0,0.0,0.0,0.4783,1.632,2.11
0.0,0.95,1.0,0.0,1.0,6.0,431,0.1666,0.0,0.0,0.0,1.0,1.0,0.3333,1.782,2.115,0.0,0.0,0.0,0.3333,1.782,2.115
0.0,0.95,1.0,0.0,1.0,7.0,200,0.936,0.0,0.395,0.10284,0.8096,0.4055,1.323,0.5767,1.899,2.6e-6,3.16e-6,3.16e-6,0.4187,1.682,2.1
0.0,0.95,1.0,0.0,1.0,7.0,210,1.229,0.0,0.2195,0.1061,1.0,0.744,1.365,0.538,1.903,2.86e-6,3.46e-6,3.46e-6,0.4114,1.684,2.096
0.0,0.95,1.0,0.0,1.0,7.0,211,0.7583,0.0,0.1915,0.09686,1.0,1.0,1.371,0.529,1.9,2.9e-6,3.5e-6,3.5e-6,0.41,1.685,2.094
0.0,0.95,1.0,0.0,1.0,7.0,300,0.3174,0.0,0.2783,0.6855,0.913,0.683,1.119,0.8687,1.988,1.6e-6,1.97e-6,1.97e-6,0.4404,1.674,2.113
0.0,0.95,1.0,0.0,1.0,7.0,310,0.4414,0.0,0.2434,1.209,1.0,0.909,1.144,0.818,1.962,1.8e-6,2.2e-6,2.2e-6,0.4204,1.681,2.102
0.0,0.95,1.0,0.0,1.0,7.0,311,0.7188,0.0,0.1943,1.273,1.0,1.0,1.153,0.791,1.944,1.9e-6,2.26e-6,2.26e-6,0.41,1.685,2.094
0.0,0.95,1.0,0.0,1.0,7.0,400,0.2856,0.0,0.0,0.0,0.0,0.0,0.5713,1.627,2.197,0.0,0.0,0.0,0.5713,1.627,2.197
0.0,0.95,1.0,0.0,1.0,7.0,410,0.2856,0.0,0.0,0.0,1.0,0.0,0.5713,1.627,2.197,0.0,0.0,0.0,0.5713,1.627,2.197
0.0,0.95,1.0,0.0,1.0,7.0,430,0.2856,0.0,0.0,0.0,1.0,0.0,0.5713,1.627,2.197,0.0,0.0,0.0,0.5713,1.627,2.197
0.0,0.95,1.0,0.0,1.0,7.0,411,0.205,0.0,0.0,0.0,1.0,1.0,0.41,1.685,2.094,0.0,0.0,0.0,0.41,1.685,2.094
0.0,0.95,1.0,0.0,1.0,7.0,431,0.1428,0.0,0.0,0.0,1.0,1.0,0.2856,1.813,2.1,0.0,0.0,0.0,0.2856,1.813,2.1
0.0,0.95,1.0,0.0,1.0,8.0,200,0.00426,0.0,0.4888,0.05908,0.1896,0.0,0.4546,0.664,1.118,0.0,0.0,0.0,0.5,1.673,2.174
0.0,0.95,1.0,0.0,1.0,8.0,210,0.004234,0.0,0.3645,0.1635,1.0,0.0,0.399,0.583,0.982,0.0,0.0,0.0,0.5,1.673,2.174
0.0,0.95,1.0,0.0,1.0,8.0,211,0.0003197,0.0,0.1558,0.0825,1.0,1.0,0.03096,0.1488,0.1797,0.000803,0.000895,0.000895,0.3584,1.723,2.08
0.0,0.95,1.0,0.0,1.0,8.0,300,0.04395,0.0,0.276,0.643,0.92,0.0,0.866,1.028,1.895,0.0,0.0,0.0,0.5,1.673,2.174
0.0,0.95,1.0,0.0,1.0,8.0,310,0.05655,0.0,0.276,1.104,1.0,0.0,1.013,1.058,2.07,0.0,0.0,0.0,0.5,1.673,2.174
0.0,0.95,1.0,0.0,1.0,8.0,311,0.01121,0.0,0.1692,1.343,1.0,1.0,0.08923,0.4287,0.518,0.0006037,0.000673,0.000673,0.3584,1.723,2.082
0.0,0.95,1.0,0.0,1.0,8.0,400,0.25,0.0,0.0,0.0,2.0e-6,0.0,0.5,1.673,2.174,0.0,0.0,0.0,0.5,1.673,2.174
0.0,0.95,1.0,0.0,1.0,8.0,410,0.25,0.0,0.0,0.0,1.0,0.0,0.5,1.673,2.174,0.0,0.0,0.0,0.5,1.673,2.174
0.0,0.95,1.0,0.0,1.0,8.0,430,0.25,0.0,0.0,0.0,1.0,0.0,0.5,1.673,2.174,0.0,0.0,0.0,0.5,1.673,2.174
0.0,0.95,1.0,0.0,1.0,8.0,411,0.1793,0.0,0.0,0.0,1.0,1.0,0.3586,1.724,2.082,0.0,0.0,0.0,0.3586,1.724,2.082
0.0,0.95,1.0,0.0,1.0,8.0,431,0.03995,0.0,0.1096,1.038,1.0,1.0,0.0468,0.271,0.3176,0.0008116,0.0009046,0.0009046,0.3584,1.723,2.08
0.0,0.95,1.0,0.0,1.0,9.0,200,0.003319,0.0,0.4512,0.05753,0.1838,0.0,0.4504,0.628,1.078,0.0,0.0,0.0,0.4443,1.71,2.154
0.0,0.95,1.0,0.0,1.0,9.0,210,0.003115,0.0,0.3135,0.142,1.0,0.0,0.3696,0.5273,0.897,0.0,0.0,0.0,0.4443,1.71,2.154
0.0,0.95,1.0,0.0,1.0,9.0,211,0.0002015,0.0,0.1293,0.0703,1.0,1.0,0.01878,0.1034,0.12213,0.01076,0.01158,0.01158,0.315,1.732,2.047
0.0,0.95,1.0,0.0,1.0,9.0,300,0.03687,0.0,0.2485,0.6562,0.9253,0.0,0.8804,0.9985,1.879,0.0,0.0,0.0,0.4443,1.71,2.154
0.0,0.95,1.0,0.0,1.0,9.0,310,0.04825,0.0,0.2485,1.118,1.0,0.0,1.03,1.026,2.057,0.0,0.0,0.0,0.4443,1.71,2.154
0.0,0.95,1.0,0.0,1.0,9.0,311,0.00867,0.0,0.1488,1.385,1.0,1.0,0.06274,0.3452,0.408,0.00865,0.009315,0.009315,0.3157,1.737,2.053
0.0,0.95,1.0,0.0,1.0,9.0,400,0.2222,0.0,0.0,0.0,1.41e-5,0.0,0.4443,1.71,2.154,0.0,0.0,0.0,0.4443,1.71,2.154
0.0,0.95,1.0,0.0,1.0,9.0,410,0.2222,0.0,0.0,0.0,1.0,0.0,0.4443,1.71,2.154,0.0,0.0,0.0,0.4443,1.71,2.154
0.0,0.95,1.0,0.0,1.0,9.0,430,0.2222,0.0,0.0,0.0,1.0,0.0,0.4443,1.71,2.154,0.0,0.0,0.0,0.4443,1.71,2.154
0.0,0.95,1.0,0.0,1.0,9.0,411,0.1594,0.0,0.0,0.0,1.0,1.0,0.3188,1.755,2.074,0.0,0.0,0.0,0.3188,1.755,2.074
0.0,0.95,1.0,0.0,1.0,9.0,431,0.0315,0.0,0.0955,1.038,1.0,1.0,0.0318,0.2155,0.2472,0.01082,0.01165,0.01165,0.315,1.732,2.047
1.0,0.95,1.0,0.0,1.0,1.0,200,0.7554,0.02208,1.525,0.298,0.853,0.0,2.162,1.396,3.559,0.0,0.0,0.0,2.37,1.68,4.05
1.0,0.95,1.0,0.0,1.0,1.0,210,0.8706,0.03552,1.525,0.5566,1.0,0.0,2.178,1.446,3.623,0.0,0.0,0.0,2.37,1.68,4.05
1.0,0.95,1.0,0.0,1.0,1.0,211,0.68,0.0,1.145,0.4395,1.0,1.0,1.569,1.548,3.117,0.0,0.0,0.0,1.547,2.057,3.604
1.0,0.95,1.0,0.0,1.0,1.0,300,0.6313,0.04977,0.7627,0.3037,0.8994,0.0,2.244,1.469,3.71,0.0,0.0,0.0,2.37,1.68,4.05
1.0,0.95,1.0,0.0,1.0,1.0,310,0.4133,0.3044,0.7627,0.7627,1.0,0.0,2.244,1.498,3.742,0.0,0.0,0.0,2.37,1.68,4.05
1.0,0.95,1.0,0.0,1.0,1.0,311,0.702,0.0,0.639,0.865,1.0,1.0,1.58,1.657,3.236,0.0,0.0,0.0,1.547,2.057,3.604
1.0,0.95,1.0,0.0,1.0,1.0,400,1.027,0.0,0.0,0.0,0.8887,0.0,2.338,1.566,3.904,0.0,0.0,0.0,2.37,1.68,4.05
1.0,0.95,1.0,0.0,1.0,1.0,410,1.02,0.0,0.0,0.0,1.0,0.0,2.332,1.592,3.924,0.0,0.0,0.0,2.37,1.68,4.05
1.0,0.95,1.0,0.0,1.0,1.0,430,1.007,0.0,0.0,0.0,1.0,0.0,2.31,1.656,3.967,0.0,0.0,0.0,2.37,1.68,4.05
1.0,0.95,1.0,0.0,1.0,1.0,411,0.767,0.0,0.0,0.0,1.0,1.0,1.595,1.849,3.443,0.0,0.0,0.0,1.547,2.057,3.604
1.0,0.95,1.0,0.0,1.0,1.0,431,0.6777,0.0,0.0,0.0,1.0,1.0,1.503,2.02,3.523,0.0,0.0,0.0,1.547,2.057,3.604
1.0,0.95,1.0,0.0,1.0,10.0,200,1.3545,0.001611,0.4878,0.138,0.8364,0.358,2.285,0.5347,2.82,0.05063,0.0532,0.05347,0.4207,2.64,3.06
1.0,0.95,1.0,0.0,1.0,10.0,210,1.981,7.48e-5,0.12146,0.066,1.0,0.6055,2.43,0.4316,2.861,0.0547,0.05743,0.05777,0.426,2.63,3.057
1.0,0.95,1.0,0.0,1.0,10.0,211,1.177,2.0e-7,0.10535,0.0584,1.0,1.0,2.436,0.4246,2.86,0.05496,0.0577,0.05804,0.426,2.63,3.057
1.0,0.95,1.0,0.0,1.0,10.0,300,0.4124,0.2367,0.1952,0.773,0.929,0.671,1.989,0.854,2.844,0.04166,0.04373,0.04398,0.4072,2.66,3.068
1.0,0.95,1.0,0.0,1.0,10.0,310,0.518,0.2249,0.165,1.387,1.0,0.891,2.13,0.754,2.885,0.04498,0.04724,0.04752,0.4058,2.656,3.06
1.0,0.95,1.0,0.0,1.0,10.0,311,1.125,0.0002384,0.1285,1.414,1.0,1.0,2.162,0.7163,2.879,0.04602,0.04834,0.0486,0.4036,2.654,3.059
1.0,0.95,1.0,0.0,1.0,10.0,400,0.1632,0.2211,0.0,0.0,3.8e-6,0.0,0.3916,2.69,3.082,0.0,0.0,0.0,0.4,2.738,3.139
1.0,0.95,1.0,0.0,1.0,10.0,410,0.1632,0.2211,0.0,0.0,1.0,0.0,0.3916,2.69,3.082,0.0,0.0,0.0,0.4,2.738,3.139
1.0,0.95,1.0,0.0,1.0,10.0,430,0.1632,0.2211,0.0,0.0,1.0,0.0,0.3916,2.69,3.082,0.0,0.0,0.0,0.4,2.738,3.139
1.0,0.95,1.0,0.0,1.0,10.0,411,0.10895,0.2211,7.59e-5,0.000915,1.0,1.0,0.27,2.738,3.008,4.965e-5,5.215e-5,5.245e-5,0.2834,2.783,3.066
1.0,0.95,1.0,0.0,1.0,10.0,431,-0.00737,0.2211,0.0018425,0.06384,1.0,1.0,0.1898,2.82,3.01,0.001206,0.001267,0.001274,0.205,2.863,3.068
1.0,0.95,1.0,0.0,1.0,2.0,200,0.8325,0.005928,1.3955,0.2163,0.634,0.1067,1.804,1.456,3.26,0.0,0.0,0.0,1.812,1.8,3.611
1.0,0.95,1.0,0.0,1.0,2.0,210,1.267,0.00833,1.234,0.4375,1.0,0.513,1.684,1.467,3.15,0.0,0.0,0.0,1.609,1.866,3.475
1.0,0.95,1.0,0.0,1.0,2.0,211,0.805,0.0,0.8804,0.357,1.0,1.0,1.525,1.438,2.965,0.0,0.0,0.0,1.373,1.9375,3.31
1.0,0.95,1.0,0.0,1.0,2.0,300,0.529,0.01317,0.736,0.211,0.4978,0.0,1.8545,1.571,3.426,0.0,0.0,0.0,1.875,1.777,3.652
1.0,0.95,1.0,0.0,1.0,2.0,310,0.266,0.2637,0.731,0.791,1.0,0.0,1.844,1.593,3.438,0.0,0.0,0.0,1.865,1.788,3.654
1.0,0.95,1.0,0.0,1.0,2.0,311,0.7637,0.0,0.5293,0.9453,1.0,1.0,1.454,1.613,3.068,0.0,0.0,0.0,1.373,1.9375,3.31
1.0,0.95,1.0,0.0,1.0,2.0,400,0.8184,0.0,0.0,0.0,0.0,0.0,1.851,1.726,3.576,0.0,0.0,0.0,1.886,1.765,3.65
1.0,0.95,1.0,0.0,1.0,2.0,410,0.8066,0.0,0.0,0.0,1.0,0.0,1.829,1.75,3.58,0.0,0.0,0.0,1.865,1.788,3.654
1.0,0.95,1.0,0.0,1.0,2.0,430,0.7964,0.0,0.0,0.0,1.0,0.0,1.811,1.772,3.582,0.0,0.0,0.0,1.847,1.809,3.656
1.0,0.95,1.0,0.0,1.0,2.0,411,0.6157,0.0,0.0,0.0,1.0,1.0,1.341,1.898,3.238,0.0,0.0,0.0,1.373,1.9375,3.31
1.0,0.95,1.0,0.0,1.0,2.0,431,0.4368,0.0,0.0,0.0,1.0,1.0,0.9575,2.314,3.273,0.0,0.0,0.0,0.9824,2.36,3.342
1.0,0.95,1.0,0.0,1.0,3.0,200,1.077,0.00811,0.9194,0.2085,0.8374,0.507,1.497,1.448,2.945,0.0,0.0,0.0,1.037,2.236,3.273
1.0,0.95,1.0,0.0,1.0,3.0,210,1.498,0.001676,0.6753,0.2715,1.0,0.905,1.507,1.404,2.91,0.0,0.0,0.0,0.969,2.26,3.229
1.0,0.95,1.0,0.0,1.0,3.0,211,0.91,0.0,0.592,0.2524,1.0,1.0,1.506,1.39,2.895,0.0,0.0,0.0,0.954,2.266,3.219
1.0,0.95,1.0,0.0,1.0,3.0,300,0.4065,0.2546,0.561,0.497,0.8467,0.4807,1.391,1.731,3.121,0.0,0.0,0.0,1.116,2.207,3.324
1.0,0.95,1.0,0.0,1.0,3.0,310,0.378,0.2373,0.515,0.971,1.0,0.767,1.339,1.718,3.057,0.0,0.0,0.0,1.031,2.238,3.27
1.0,0.95,1.0,0.0,1.0,3.0,311,0.832,0.0,0.4016,1.028,1.0,1.0,1.291,1.7,2.992,0.0,0.0,0.0,0.954,2.266,3.219
1.0,0.95,1.0,0.0,1.0,3.0,400,0.578,0.0,0.0,0.0,0.0,0.0,1.309,2.086,3.395,0.0,0.0,0.0,1.329,2.13,3.46
1.0,0.95,1.0,0.0,1.0,3.0,410,0.577,0.0,0.0,0.0,1.0,0.0,1.308,2.088,3.395,0.0,0.0,0.0,1.328,2.133,3.46
1.0,0.95,1.0,0.0,1.0,3.0,430,0.576,0.0,0.0,0.0,1.0,0.0,1.306,2.088,3.395,0.0,0.0,0.0,1.327,2.133,3.46
1.0,0.95,1.0,0.0,1.0,3.0,411,0.4275,0.0,0.0,0.0,1.0,1.0,0.9316,2.22,3.154,0.0,0.0,0.0,0.954,2.266,3.219
1.0,0.95,1.0,0.0,1.0,3.0,431,0.2908,0.0,0.0,0.0,1.0,1.0,0.647,2.52,3.166,0.0,0.0,0.0,0.666,2.564,3.23
